-2.9900664808540746e-09  +  j * -1.6719490409294987e-30 
-5.5399689907514773e+48  +  j * 6.6700061944097304e+52 
9.1464946500418200e+15  +  j * -1.1975173734427378e+17 
-inf  +  j * -inf 
-5.4501885952104329e-107  +  j * -9.1734734881090144e-107 
1.3293131695995077e+44  +  j * 9.1353208559759930e+49 
-6.6248882304513907e-210  +  j * -6.6965868531410607e-269 
1.1890966178824616e+115  +  j * 2.8738903166392860e+136 
1.1547744569795820e-163  +  j * 3.5399023316960337e-48 
5.4093704914910185e+239  +  j * -inf 
-4.9411666629139648e+39  +  j * 1.2158740292977165e-91 
6.6035486006246704e+118  +  j * -2.7557968056690542e+114 
-2.9891321662731817e-14  +  j * 4.4624741266358551e+03 
-inf  +  j * -inf 
2.9653137929379864e+195  +  j * -inf 
-1.5966722476277758e+293  +  j * -2.4494205792428327e+293 
-3.1856340647404809e+136  +  j * -2.2745421597817756e+140 
1.3893436958602924e+19  +  j * -2.7072647010067148e+231 
inf  +  j * inf 
-1.2359937548250572e+73  +  j * -7.0673882591135373e+72 
-3.8478521676166484e+112  +  j * -5.1477133208212465e+112 
1.7357382175033414e-96  +  j * 8.2734052640336480e-102 
-4.4316557302408906e+276  +  j * -5.7633342759805005e+276 
inf  +  j * -3.8679021834342381e-37 
-5.7237763318266878e-79  +  j * -5.3976053469340279e-79 
inf  +  j * 7.3744359880741930e+33 
-2.6688085181329247e+305  +  j * -1.7555597020139804e+305 
5.3738161258121236e+45  +  j * 3.1241783839190589e+153 
inf  +  j * inf 
-2.2982786799458352e-187  +  j * -3.3105116395230835e-187 
-inf  +  j * 9.9616000715746267e+99 
-inf  +  j * 1.1354157544447711e+231 
1.0669914631062219e-238  +  j * 8.4145948663249377e-221 
-5.2148120994162844e+92  +  j * -5.3599845909895095e+92 
2.2597557435900907e-90  +  j * -4.8427999731774417e-84 
7.1945211993563786e-257  +  j * 0.0000000000000000e+00 
-1.2213939610463643e+303  +  j * inf 
-inf  +  j * -inf 
1.9872231581449074e+233  +  j * 2.8112087656301246e+233 
-inf  +  j * -inf 
inf  +  j * inf 
2.6037716864146816e+278  +  j * 1.4181298336770850e+278 
-1.2855504354071922e+61  +  j * -2.4089075087790794e+61 
inf  +  j * inf 
inf  +  j * inf 
-1.6923863463685867e+225  +  j * -3.3069396437572709e+175 
2.9451475367757475e+295  +  j * -inf 
2.4525991443822051e+236  +  j * 2.0349165139403852e+236 
-1.6778702544207537e+287  +  j * inf 
1.5930919111324523e-58  +  j * 2.1868347648750144e-58 
-1.1567670600979468e-87  +  j * -7.3487049618747775e-31 
-3.4240403958000387e+254  +  j * -inf 
-2.3748711148030966e-130  +  j * -1.0785742872969749e-33 
2.2737367544323206e-13  +  j * 2.8601726650150576e-13 
-7.4029831519160697e+224  +  j * -1.4512336593455777e+225 
inf  +  j * inf 
inf  +  j * inf 
2.0892705142441218e+204  +  j * -1.1380581709292661e+67 
-1.9510928439474951e+143  +  j * -2.7531206678892117e+143 
-2.2059067472783878e+10  +  j * -1.7179869184000000e+10 
inf  +  j * inf 
inf  +  j * inf 
-1.7068556053717733e+237  +  j * inf 
-inf  +  j * -1.0991424698092879e+275 
-5.5226761540485162e-302  +  j * 2.8931965997339846e-303 
-5.8228880855418319e-186  +  j * -3.6772458879133364e-186 
-7.0820915509386276e+51  +  j * -7.0602738362553125e+94 
-1.5273919302509310e+177  +  j * -6.3930296853977828e+177 
1.9970414183658486e+303  +  j * 1.3715310171984222e+303 
4.2145765105402799e+275  +  j * 2.7697848314005566e+275 
1.1034165765328766e+33  +  j * inf 
-4.7683715820312500e-07  +  j * -5.9076261229377361e-07 
2.5462949704181076e+89  +  j * 3.1300288905868677e+89 
3.7418132319870472e+25  +  j * 1.3967122408685763e-05 
-1.6225927682921336e+32  +  j * -1.6833930490623673e+32 
-9.3229259140002584e-156  +  j * -1.0789231021262367e-155 
-inf  +  j * -inf 
5.1925311003207545e-160  +  j * 1.5882488361034310e-179 
6.6916654749718489e-130  +  j * 6.1491153862174488e+14 
-6.9058653343289541e-114  +  j * -9.1416506866202506e-08 
-2.3987639364266854e-30  +  j * -3.8707738442016638e-34 
7.9930645450861371e-03  +  j * 2.3792748445509024e+195 
-4.3976876439666847e+166  +  j * -2.6598126769394238e+220 
5.0978941156238473e-57  +  j * 7.5710826237834312e-57 
-inf  +  j * -inf 
inf  +  j * -3.4735311229707825e+285 
4.4117906283778636e+161  +  j * 2.2494568972715982e+161 
6.9245888406431512e+193  +  j * -7.1754067632070521e-126 
1.3066553970280404e-115  +  j * 1.0151767349262597e-115 
-inf  +  j * 1.4502045617193079e+275 
5.8440113916177791e-106  +  j * 6.2306162905157761e-123 
4.1899399781070616e+152  +  j * 6.9491639593676057e+152 
2.2056397113047910e-292  +  j * 1.4449978860654390e-236 
9.4349060620538534e+167  +  j * 1.0171997793551458e+168 
-8.2327320546064051e-60  +  j * 2.6366339795360791e+141 
3.8263732336949669e+178  +  j * 9.9226649611645114e+08 
2.8406483416142742e+77  +  j * 1.5345924830421286e-144 
1.7378187572634444e+72  +  j * 3.8005769286126663e-79 
inf  +  j * inf 
-4.3390017071377598e+06  +  j * -4.1943040000000000e+06 
-9.0564254167879461e+161  +  j * 1.4093422860695665e+45 
3.0954992969101208e+194  +  j * -6.8121378745598175e+159 
2.6993053569111013e+52  +  j * 8.0192438663252005e+02 
9.7325141610301314e-213  +  j * 5.9409111446723744e-213 
6.9652625904706013e+81  +  j * 5.6933096532265546e+126 
-3.1385374391375037e+143  +  j * 1.9171494364044784e+188 
-8.6607360837797499e+286  +  j * 1.6359284908854889e+164 
-4.4730999306630917e+174  +  j * inf 
-inf  +  j * -1.6732247236608759e+289 
2.5217283965692467e+117  +  j * 2.8709557515369134e+117 
inf  +  j * inf 
-1.8355639649772391e-120  +  j * -1.5490367659397273e-120 
-9.7013969995548343e+05  +  j * -2.6911839766307633e-91 
3.1989334120064981e-219  +  j * 1.9927522890841191e-128 
-6.1813409225429281e+289  +  j * 6.8931493424645549e+191 
-9.5124778907951315e-16  +  j * -4.0245496535071219e+01 
3.2260412554346098e+247  +  j * -1.7419453636282068e+160 
-3.3188921766860699e-135  +  j * -2.7516420536594796e-135 
-7.8020795453112298e+223  +  j * 8.2030292661038076e-39 
-1.7362613256917044e+219  +  j * 2.7466783693425405e+232 
-inf  +  j * -inf 
-4.6262676003462118e-90  +  j * 7.1878819143222117e-140 
4.8480729822039642e+295  +  j * 9.6871709939228918e+36 
4.5744305211422736e-137  +  j * -4.1450607144336748e-44 
inf  +  j * inf 
2.0765508684431856e+97  +  j * -inf 
-inf  +  j * -inf 
3.3254578068133729e+187  +  j * 1.7404329748619824e+187 
-5.6171819896404110e+218  +  j * 3.4922375523684358e+207 
1.9378507835503071e+99  +  j * 1.0936253623915060e+99 
inf  +  j * inf 
-inf  +  j * -4.1391823073665982e+08 
-inf  +  j * -inf 
inf  +  j * -1.2253595236084509e+308 
-inf  +  j * -inf 
8.6204712470504367e+84  +  j * -inf 
-2.8298997121333476e-73  +  j * -4.2900678954320641e-73 
-9.9138353020142548e-119  +  j * -1.6022827617397707e-118 
-1.3945744235190878e+141  +  j * -6.4754298332557156e+137 
-6.4880914893928317e-50  +  j * -2.1839805815247537e-64 
1.2946312771318611e+51  +  j * 2.1121669643139740e+40 
1.3599872930906754e-06  +  j * -8.3759424253278048e+32 
-7.5636560836900748e-124  +  j * -1.0546008942317169e-123 
7.6251686909551371e-72  +  j * 2.9528352841195775e-109 
inf  +  j * inf 
inf  +  j * -1.5758938375811772e+117 
inf  +  j * inf 
2.6839157361398183e+64  +  j * -1.1851662118917216e+39 
-1.4279962513007157e+306  +  j * -1.2985378449097364e+211 
-4.7272850523062967e-125  +  j * -7.9023597498427528e-125 
-8.9111262382073885e+31  +  j * 9.8684844989215864e-93 
inf  +  j * inf 
-inf  +  j * -inf 
6.2565096724471904e-148  +  j * 1.1052737578458701e-147 
5.2501611463009603e+241  +  j * 2.6672057731519417e+241 
-inf  +  j * 2.8683509001963715e+18 
-0.0000000000000000e+00  +  j * 6.1199462869601042e-216 
-inf  +  j * -inf 
-8.5070591730234616e+37  +  j * -1.0018492887955802e+38 
inf  +  j * inf 
3.1907108152066992e+150  +  j * 1.7487456773685184e+75 
9.0816406942925214e+248  +  j * 8.9496574745234254e+248 
-inf  +  j * -inf 
1.0842021724855044e-19  +  j * 1.9784067241784045e-19 
-inf  +  j * -inf 
-1.0053823416929744e-87  +  j * -1.2298520499529143e-87 
-inf  +  j * 1.0856294772911541e+211 
2.8209179212465589e+116  +  j * 6.7183829508073727e+118 
-inf  +  j * -inf 
-inf  +  j * -inf 
-inf  +  j * -inf 
5.1075909019121990e+128  +  j * 3.7029919925960994e+77 
8.6263515135935895e+223  +  j * -1.1236671692963654e+121 
-3.4277911843918352e+102  +  j * -2.5910083538603719e-37 
-9.5054578314757991e-212  +  j * -1.1261254189008599e-211 
-2.3052316347976996e-47  +  j * -2.1895288505075267e-47 
-4.7534600674827388e+295  +  j * 3.7693384216126453e+144 
-inf  +  j * -inf 
-3.6514446323907582e+03  +  j * 5.0234612898549696e+183 
3.3659439951180343e+280  +  j * 1.8152061871066688e+280 
3.4028236692093846e+38  +  j * 4.8235905758146833e+38 
-2.8025969286496341e-45  +  j * -3.8277590631552816e-45 
inf  +  j * inf 
7.4581002520404584e-04  +  j * 1.2410652024791186e-97 
5.4703038977562398e-127  +  j * -1.0697936966187421e+174 
-4.4316557302408906e+276  +  j * -7.5498813515926000e+276 
3.7657894636000646e-36  +  j * 3.0092655381050560e-36 
2.1149926059260820e-166  +  j * 9.3566139913091521e-181 
-7.5797843326354633e+233  +  j * 8.8250436209631797e+218 
0.0000000000000000e+00  +  j * 0.0000000000000000e+00 
1.9509181833820769e+89  +  j * 2.4782734777195929e-29 
-1.0624145487185434e+218  +  j * inf 
-6.6888713043469331e-198  +  j * -1.2653073500215179e-197 
2.1755412185774780e+186  +  j * 3.5973223825153640e+186 
1.8509356129024534e-98  +  j * -2.6766554646338090e+00 
-6.5604258862959851e-142  +  j * -6.7093571563095820e-142 
-5.6466131399229709e+248  +  j * 5.1635074123566076e+295 
inf  +  j * -1.0307032655210171e+144 
-4.4316557302408906e+276  +  j * -5.8370776908019022e+276 
-1.0174582569701926e+236  +  j * -1.4710797861078382e+236 
-2.3359695962225640e+195  +  j * -3.6069096252212493e+195 
-6.0410937554063197e+230  +  j * -1.6592838400398995e+91 
inf  +  j * inf 
-2.5021275522809849e+295  +  j * -4.1114780754028784e+191 
-0.0000000000000000e+00  +  j * 0.0000000000000000e+00 
-2.2586359535945904e-204  +  j * -1.5947511921756108e-204 
-1.1428109746164680e-16  +  j * inf 
-1.7650087241926359e+218  +  j * -2.9033757841132364e+218 
6.9762414018693541e-105  +  j * 9.5966262311115837e-105 
-1.9029794975082238e+65  +  j * 3.0614558060895909e+70 
1.2474001934591999e+291  +  j * 1.9594234566485928e+291 
inf  +  j * inf 
inf  +  j * inf 
-6.0908995900941612e+284  +  j * inf 
5.3939244806114553e+101  +  j * 2.6323285041817929e+125 
-inf  +  j * -inf 
-inf  +  j * -inf 
inf  +  j * inf 
-inf  +  j * -inf 
-7.5636560836900748e-124  +  j * -7.8978827558394127e-124 
inf  +  j * inf 
-4.0608637877065941e+229  +  j * 2.8535378452779102e+243 
2.6139219118352008e+266  +  j * 2.5795631403108655e+266 
1.0561714020563908e+225  +  j * 7.0774975613421211e+115 
inf  +  j * inf 
-7.6167730955426377e+257  +  j * -1.2506021114836116e-152 
4.0461063035469725e-83  +  j * -5.0546624689386980e-103 
-7.5330175545282760e+118  +  j * -2.4302072469261903e+219 
3.7157436513407149e-16  +  j * 1.6493835198391774e-35 
-4.9466080294620907e+173  +  j * -7.6066390728502844e+173 
3.7739624248215414e+168  +  j * 6.0567036171063744e+168 
inf  +  j * 3.7110626656788950e+274 
1.9585204201701010e-34  +  j * -8.9188536950039490e+101 
-6.0746998117496345e-47  +  j * -3.4550306952946156e+20 
-1.6710732143822037e-124  +  j * 2.9394283162683423e-125 
3.6772458879133364e-186  +  j * 4.5010876852926966e-186 
1.4885657073574029e+138  +  j * 2.8068496164506458e+138 
4.8797720028195822e-16  +  j * 4.4408920985006262e-16 
-inf  +  j * -inf 
6.9176845136074451e+166  +  j * 5.8968162887836584e+166 
-8.6777743529968248e+122  +  j * -6.6105596879024860e+122 
-inf  +  j * -inf 
-1.8747915045711724e+05  +  j * -1.3107200000000000e+05 
1.2582157937095164e+189  +  j * -inf 
-6.3382530011411470e+29  +  j * -6.3562037156704225e+29 
4.9712327203870210e+189  +  j * 4.4555084156466750e+189 
2.0628874191152463e+129  +  j * 5.8468848868154611e-05 
-1.2166509034087358e+109  +  j * -9.3941703310953329e+108 
7.8722019662807173e+261  +  j * 8.6517876679814024e+261 
inf  +  j * 2.1057737579931778e+213 
1.7187481293496158e+226  +  j * 1.8881851907081166e+143 
-6.2612931029081466e-241  +  j * -1.4968967657874944e-269 
-2.7648763746400968e-42  +  j * -1.3132623688894939e+69 
inf  +  j * inf 
-inf  +  j * -inf 
-inf  +  j * -inf 
9.0835409429949798e+278  +  j * 5.6725193347083399e+278 
2.6912466168965434e+21  +  j * 2.2486440990814615e-83 
-4.3934705024835902e+158  +  j * -6.8753707142622067e+158 
6.2137432888164641e+215  +  j * -inf 
-inf  +  j * -inf 
-inf  +  j * -inf 
-inf  +  j * -inf 
8.0000000000000000e+00  +  j * 1.0059612747406986e+01 
-7.5739444331535603e+29  +  j * 6.6402348253962595e+226 
4.9039225783495705e+105  +  j * -8.4241348726124536e-172 
inf  +  j * inf 
0.0000000000000000e+00  +  j * -0.0000000000000000e+00 
0.0000000000000000e+00  +  j * 0.0000000000000000e+00 
8.5504725589212924e+00  +  j * -2.4851754735979310e+15 
inf  +  j * inf 
-inf  +  j * -inf 
-inf  +  j * -inf 
-inf  +  j * 1.1394027552368024e+194 
inf  +  j * -5.7740764028067440e+286 
-inf  +  j * -inf 
inf  +  j * inf 
3.6222716315306849e-71  +  j * 5.6955429341685901e-71 
7.6526694324365925e+38  +  j * -2.2170890997694361e+04 
-inf  +  j * -inf 
-3.2048923194240346e+82  +  j * -1.1262774203353051e+56 
4.7422024535046436e-114  +  j * -1.6964976127158212e+80 
2.9030451432985361e+250  +  j * -1.9994240370763804e+263 
2.5330806423649170e+36  +  j * -3.5009446957761458e+152 
-1.0901306921366386e+175  +  j * -7.9145728471393451e+174 
1.4567071740625404e-157  +  j * 1.9620770819646575e-157 
2.0636505122486924e+267  +  j * 2.0857876813597021e+267 
inf  +  j * 1.1021347876831095e+09 
4.5455605210025732e+297  +  j * 9.9399053920032613e+145 
-1.6865471014141069e-10  +  j * 1.9285112403177559e+56 
-2.9962505610241321e+153  +  j * 1.4275781368341414e+244 
-3.5276968849339485e+252  +  j * inf 
6.3686557210985773e-28  +  j * -2.0627750926675647e-20 
1.2544777221164596e+127  +  j * 1.0830740992659433e+127 
-3.4203501742652312e-112  +  j * -8.1544046357253759e-265 
-1.2595523146049148e+263  +  j * -5.8154742775028337e+278 
-1.3150339753870934e+210  +  j * -1.9036920467806534e+210 
-7.0291006608588276e+41  +  j * -6.9689828745408197e+41 
-2.3664402472478034e+80  +  j * -1.1857109937901178e+80 
-2.4030587131981294e+81  +  j * -1.8971375900641885e+81 
-inf  +  j * -inf 
2.6552496068151573e+209  +  j * 1.6437924692338667e+209 
inf  +  j * inf 
-1.0822607243818282e+164  +  j * 4.0576066106715102e+239 
-inf  +  j * -4.9175376020962909e+124 
3.2205743847985667e-232  +  j * 3.4083553638234277e-232 
inf  +  j * inf 
-inf  +  j * -2.5325040044598017e+43 
-5.1368514663558335e+207  +  j * -5.3924593213466371e+207 
-inf  +  j * -inf 
8.7907598878109795e-296  +  j * -0.0000000000000000e+00 
-4.4561775232971259e+46  +  j * -3.5490176716343404e+20 
1.0478092917205967e-187  +  j * 8.9524781465033344e-231 
1.5155708645904877e+281  +  j * 1.4521649496853350e+281 
4.7890185653339340e-76  +  j * -1.3338239669172484e-77 
8.1690328101507409e+222  +  j * inf 
6.6550091513356146e-153  +  j * 6.3716880968609514e+56 
inf  +  j * inf 
-inf  +  j * -inf 
2.9230032746618058e+48  +  j * 3.1044157774253003e+48 
-7.3443320421356879e+121  +  j * 6.4493320341719614e-55 
1.2345699315766426e-110  +  j * 4.4496000007211298e+90 
-inf  +  j * inf 
-2.0299691225421117e+75  +  j * -3.5972541749577885e+290 
-inf  +  j * -inf 
inf  +  j * inf 
-4.4335929979400855e+290  +  j * 4.9705935764649263e+195 
-3.2328039832026665e+49  +  j * -2.3384026197294447e+49 
-3.9896175985805385e-66  +  j * 7.2335084718502199e-222 
inf  +  j * inf 
2.1805712047844544e+90  +  j * 7.6143504518644044e-18 
3.8189425318803766e-06  +  j * -1.0241566191153820e-113 
-9.3684496533294395e+159  +  j * -7.0295528039737443e+159 
-inf  +  j * 9.5979116495976813e+237 
2.0261306488676723e+177  +  j * 2.3046969379896754e+177 
2.3359695962225640e+195  +  j * 2.8984403276236968e+195 
7.2373511659826962e+06  +  j * 4.1943040000000000e+06 
-3.5653079443356114e+26  +  j * -3.6668584733298983e-19 
-2.4330775162012911e-96  +  j * 2.8851821940530757e-21 
-3.3184570526893140e-220  +  j * 3.9011998311420519e+84 
5.3972931469150717e+295  +  j * -1.5448409613077652e+92 
1.2929117947539500e-85  +  j * -3.2752208446391042e+231 
6.1922912038739457e+271  +  j * 3.3810849992682576e+271 
-inf  +  j * -inf 
-inf  +  j * inf 
2.3761944596874475e+202  +  j * 1.2441457762640260e-03 
-inf  +  j * -inf 
-inf  +  j * -inf 
6.9028468785689743e+209  +  j * 3.1069119707167807e+271 
-2.7144359592012292e+184  +  j * -1.6996415770136547e+184 
inf  +  j * -inf 
-9.8471954709280809e-161  +  j * -7.1128279983522479e-161 
6.4502049117679555e-118  +  j * -2.8278163109593457e-128 
-inf  +  j * -2.6379925095008527e+266 
-inf  +  j * -inf 
1.0770547138563369e-61  +  j * -1.0850217125990980e-138 
-0.0000000000000000e+00  +  j * 0.0000000000000000e+00 
-1.9786432117848363e+174  +  j * -2.1535186294452356e+174 
6.1565634681866374e+113  +  j * 1.2023204535719206e+114 
-2.3186322308329630e+51  +  j * 8.8443617137992839e+270 
-1.4534817272346825e+162  +  j * 7.4909977693150600e+150 
inf  +  j * inf 
-inf  +  j * -inf 
6.8127357440130412e-108  +  j * 5.6537576671467527e-92 
